"Conta_Total","Gorjeta","Genero","Fumante","Dia","Horario","Tamanho_Mesa","Avaliacao_Servico","Possui_Criancas","Percentual_Esperado_Gorjeta"
26.58,5.97,"Masculino","Sim","Sab","Jantar",4,4,"Nao",0.2152
13.24,3.55,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.171
18.88,3.28,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1643
21.44,3.65,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2029
18.45,3.14,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.1719
11.28,1.34,"Feminino","Sim","Sab","Almoco",2,4,"Sim",0.1386
19.33,2.53,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1243
18.44,4.34,"Masculino","Sim","Dom","Almoco",3,2,"Nao",0.1952
9.22,1.79,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1367
12.01,2.62,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.1625
10.32,2.94,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2369
20.46,2.46,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1056
16.69,3.67,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2302
11.83,1.25,"Masculino","Nao","Qui","Jantar",3,4,"Nao",0.1047
20.42,4.19,"Feminino","Sim","Sab","Almoco",3,2,"Sim",0.1634
34.78,4.66,"Feminino","Sim","Qui","Almoco",2,2,"Nao",0.1291
11.94,1.38,"Feminino","Nao","Sex","Jantar",2,3,"Nao",0.1398
8.41,2.27,"Feminino","Sim","Dom","Jantar",6,5,"Nao",0.2307
27.23,3.74,"Feminino","Nao","Dom","Almoco",2,4,"Nao",0.141
27.53,6.95,"Feminino","Sim","Dom","Jantar",4,3,"Nao",0.2494
18.5,4.69,"Feminino","Sim","Sex","Jantar",4,4,"Nao",0.248
15.25,3.72,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1586
16.06,3.94,"Feminino","Nao","Dom","Almoco",2,3,"Nao",0.2334
17.69,4.15,"Feminino","Sim","Qui","Almoco",2,2,"Nao",0.186
23.78,3.65,"Masculino","Nao","Sab","Jantar",1,4,"Nao",0.1913
25.09,5.58,"Masculino","Nao","Dom","Jantar",3,5,"Nao",0.1743
24.32,2.88,"Masculino","Nao","Dom","Jantar",3,4,"Nao",0.1058
21.6,3.63,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.2012
27.7,8.62,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.2383
20.69,4.21,"Feminino","Nao","Dom","Jantar",1,4,"Nao",0.2017
13.63,1.67,"Masculino","Sim","Dom","Almoco",5,4,"Nao",0.1433
16.36,2.62,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.1679
29.36,5.62,"Feminino","Sim","Sex","Almoco",2,4,"Nao",0.2026
13.1,1.24,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1394
17.33,3.31,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.1841
33.42,7.06,"Masculino","Nao","Dom","Jantar",3,3,"Nao",0.2219
32.35,5.8,"Masculino","Nao","Sex","Jantar",3,2,"Nao",0.2092
19.1,2.72,"Masculino","Sim","Qui","Jantar",2,1,"Nao",0.1851
12.5,2.78,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.2113
25.1,4.42,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1973
16.24,2.98,"Feminino","Sim","Sab","Almoco",3,5,"Nao",0.21
34.7,7.22,"Masculino","Sim","Sex","Jantar",2,3,"Nao",0.196
19.18,5.65,"Masculino","Nao","Sex","Jantar",2,5,"Sim",0.2306
59.04,10.22,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.1866
9.85,1.29,"Feminino","Sim","Sex","Jantar",2,1,"Nao",0.1762
23.25,3.61,"Masculino","Sim","Dom","Jantar",3,5,"Nao",0.1014
24.56,4,"Masculino","Sim","Dom","Jantar",4,2,"Nao",0.1722
46.37,8.7,"Masculino","Nao","Sex","Jantar",3,5,"Nao",0.1541
16.23,5.1,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.2325
19.02,2.75,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.112
12.45,1.32,"Masculino","Nao","Dom","Jantar",4,3,"Nao",0.1294
10.09,1.95,"Feminino","Sim","Qui","Almoco",4,4,"Nao",0.2356
29.91,3.97,"Masculino","Nao","Dom","Jantar",2,3,"Sim",0.1076
16.76,2.02,"Masculino","Sim","Sex","Almoco",3,4,"Nao",0.1547
23.45,2.28,"Masculino","Nao","Dom","Jantar",4,1,"Nao",0.1129
11.81,2.61,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.1686
11.47,0.79,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.1306
52.53,11.38,"Masculino","Sim","Sab","Jantar",2,2,"Nao",0.2101
45.49,11.64,"Masculino","Nao","Qui","Jantar",2,2,"Sim",0.2462
37.12,7.76,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.2112
11.01,2.1,"Feminino","Sim","Sab","Jantar",2,2,"Nao",0.1146
33.43,6.04,"Feminino","Nao","Sab","Jantar",4,4,"Nao",0.1747
18.44,3.44,"Masculino","Sim","Qui","Almoco",4,4,"Sim",0.1743
12.08,2.21,"Feminino","Sim","Dom","Jantar",2,3,"Nao",0.1805
20.55,4.11,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.2208
17.23,5.1,"Masculino","Nao","Sab","Jantar",2,3,"Sim",0.2243
17.94,4.69,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.2222
13.25,3.25,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.1958
41.6,7,"Masculino","Sim","Qui","Jantar",3,3,"Sim",0.1696
8.38,1.37,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.2156
25.27,2.77,"Feminino","Nao","Sab","Almoco",2,4,"Nao",0.1186
30.43,4.66,"Masculino","Nao","Sab","Jantar",4,4,"Sim",0.1502
24.57,3.86,"Feminino","Sim","Sab","Jantar",3,3,"Nao",0.1531
32.61,4,"Masculino","Nao","Sab","Almoco",2,5,"Nao",0.1305
17.23,2.68,"Feminino","Nao","Dom","Jantar",3,4,"Nao",0.1868
31.12,6.34,"Masculino","Nao","Sab","Jantar",5,4,"Nao",0.176
24.75,3.98,"Masculino","Nao","Dom","Almoco",2,3,"Nao",0.1082
17.88,1.63,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1036
24.56,3.58,"Feminino","Nao","Dom","Jantar",2,5,"Sim",0.1234
17.97,2.23,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1034
24.49,5.74,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.1849
10.29,1.18,"Masculino","Nao","Qui","Jantar",3,4,"Nao",0.1357
23.74,5.13,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.2195
14.37,3.31,"Feminino","Nao","Dom","Almoco",3,3,"Nao",0.1686
30.48,4.43,"Masculino","Sim","Sex","Jantar",4,4,"Nao",0.1345
24.84,4.83,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1928
24.46,3.25,"Masculino","Sim","Sab","Almoco",2,4,"Nao",0.1294
27.06,4.23,"Masculino","Nao","Sab","Almoco",5,4,"Sim",0.1669
22.13,4.89,"Feminino","Nao","Qui","Almoco",6,5,"Nao",0.1739
22.65,4.24,"Masculino","Nao","Sab","Jantar",5,3,"Nao",0.1975
20.72,4.52,"Feminino","Sim","Qui","Jantar",2,4,"Nao",0.2165
20.94,2.18,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1002
17.14,4.28,"Masculino","Nao","Sab","Almoco",4,4,"Nao",0.2227
11.76,1.58,"Masculino","Sim","Sab","Jantar",3,4,"Sim",0.1543
32.24,4.61,"Masculino","Nao","Sex","Jantar",2,4,"Sim",0.1398
33.83,6.86,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.199
19.41,3.88,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1908
18.21,4.69,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2296
17.44,3.01,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1571
14.16,2.88,"Masculino","Nao","Sex","Jantar",4,2,"Nao",0.1783
10.52,1.56,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1767
30.09,5.82,"Masculino","Nao","Sex","Almoco",4,5,"Sim",0.1304
10.87,2.09,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1415
8.89,0.5,"Masculino","Sim","Sab","Almoco",6,4,"Sim",0.1149
16.28,1.77,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.1385
9.19,2.68,"Masculino","Sim","Sex","Almoco",2,4,"Sim",0.2054
13.78,3.39,"Masculino","Nao","Qui","Jantar",6,4,"Sim",0.242
9.2,1.54,"Masculino","Nao","Sex","Almoco",2,4,"Nao",0.2265
23.82,5.22,"Masculino","Sim","Qui","Jantar",6,4,"Nao",0.1978
19.7,2.43,"Masculino","Nao","Sex","Jantar",1,5,"Sim",0.1063
31.84,5.71,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.1676
12.29,1.4,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.1351
15.49,3.52,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.2131
19.39,3.51,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.1347
18.18,4.91,"Feminino","Nao","Sex","Jantar",2,3,"Nao",0.2433
11.49,2.5,"Masculino","Nao","Sex","Jantar",5,4,"Nao",0.2026
12.55,0.87,"Feminino","Nao","Qui","Jantar",1,3,"Nao",0.1542
18.21,2.24,"Masculino","Nao","Sex","Jantar",3,3,"Sim",0.1449
12.74,3.51,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.2258
9.96,1.14,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1741
5.56,0.78,"Feminino","Nao","Dom","Jantar",2,5,"Sim",0.189
29.7,5.56,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2059
15.01,3.28,"Masculino","Sim","Dom","Jantar",2,5,"Nao",0.17
14,0.62,"Masculino","Sim","Dom","Jantar",3,3,"Nao",0.137
20.83,2.94,"Masculino","Nao","Sex","Almoco",2,3,"Nao",0.1209
23.51,4.87,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.2178
43.38,4.55,"Masculino","Sim","Dom","Jantar",2,1,"Nao",0.1571
32.98,5.88,"Masculino","Nao","Sab","Jantar",4,5,"Sim",0.1294
22.15,3.75,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1724
13.75,1.43,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1378
37.97,5.68,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.1305
23.78,4.79,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.2109
47.83,12.99,"Feminino","Sim","Dom","Jantar",4,5,"Nao",0.2411
14.84,2.57,"Masculino","Nao","Dom","Jantar",4,4,"Nao",0.185
47.85,6.26,"Masculino","Sim","Dom","Jantar",2,2,"Sim",0.1331
10.76,1.34,"Masculino","Nao","Qui","Almoco",3,1,"Nao",0.2133
39.46,8.83,"Feminino","Sim","Dom","Jantar",4,4,"Nao",0.2288
10.61,2.07,"Feminino","Sim","Dom","Jantar",2,3,"Nao",0.2399
8.96,1.27,"Masculino","Nao","Sab","Jantar",4,5,"Sim",0.1241
13.89,0.84,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.1187
12.12,1.52,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.1226
6.7,2.03,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.1566
13.1,2.91,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.2049
20.49,1.23,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.105
26.3,5.82,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.2214
18.29,3.54,"Feminino","Nao","Dom","Jantar",2,3,"Sim",0.187
9.73,1.63,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.1695
13.76,1.94,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.1658
28.16,5.98,"Masculino","Sim","Dom","Jantar",4,4,"Sim",0.2054
23.97,4.54,"Feminino","Nao","Dom","Jantar",2,5,"Sim",0.1678
20.13,2.49,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1473
28.87,4.64,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1418
35.26,4.06,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1092
22.51,4.42,"Masculino","Nao","Qui","Almoco",2,4,"Nao",0.2117
57.97,13.24,"Feminino","Nao","Qui","Jantar",3,5,"Sim",0.1821
11.88,1.04,"Masculino","Nao","Sab","Almoco",3,3,"Sim",0.1239
37.6,5.9,"Feminino","Nao","Sex","Jantar",2,2,"Nao",0.1844
46.52,10.05,"Masculino","Sim","Dom","Jantar",2,5,"Sim",0.1668
10.34,2.34,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2137
16.01,2.87,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.209
18.92,3.21,"Feminino","Sim","Dom","Jantar",2,4,"Sim",0.1414
29.34,4.01,"Masculino","Sim","Sab","Jantar",2,3,"Nao",0.1195
51.7,11.95,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2253
22.34,4.67,"Feminino","Nao","Qui","Jantar",4,5,"Nao",0.2022
29.33,5.61,"Masculino","Nao","Sex","Almoco",2,4,"Sim",0.1828
40.41,9.69,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2288
14.64,2.9,"Masculino","Nao","Sab","Almoco",2,5,"Sim",0.1401
26.29,4.49,"Masculino","Nao","Qui","Jantar",3,3,"Nao",0.1633
39.82,8.43,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.1738
12.85,1.66,"Feminino","Sim","Sex","Jantar",6,4,"Nao",0.2161
30.55,5.88,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.2099
12.43,1.93,"Masculino","Nao","Sab","Almoco",4,1,"Sim",0.136
38.3,4.94,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1383
19.8,3.25,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.145
14.3,3.43,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.1919
37.1,6.43,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1512
16.66,1.48,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1149
33.56,6.74,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1764
17.47,4.77,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1877
15.92,4.78,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.2369
37.6,8.41,"Masculino","Sim","Dom","Jantar",2,5,"Nao",0.1908
20.71,2.74,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.1486
9.25,1.49,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.1055
7.88,0.88,"Masculino","Nao","Dom","Almoco",1,3,"Nao",0.1082
34.29,8.33,"Masculino","Sim","Sab","Jantar",5,5,"Sim",0.2301
18.28,5.53,"Feminino","Sim","Qui","Jantar",3,5,"Nao",0.1902
35.75,10.88,"Masculino","Sim","Dom","Jantar",3,5,"Nao",0.2488
23.08,6.98,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.2266
26.87,7.05,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.2229
14.47,3.17,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2097
19.38,2.9,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1753
47.02,8.06,"Masculino","Nao","Dom","Jantar",4,5,"Nao",0.1488
16.15,2.3,"Masculino","Nao","Sex","Almoco",2,5,"Sim",0.1032
29.53,4.64,"Masculino","Nao","Dom","Jantar",5,5,"Sim",0.1338
21.19,2.91,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.1528
39.54,6.2,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.1458
27.23,2.27,"Feminino","Nao","Sab","Jantar",3,4,"Nao",0.1068
42.26,3.33,"Masculino","Nao","Qui","Jantar",3,4,"Nao",0.1001
14.92,2.35,"Masculino","Nao","Sex","Jantar",3,3,"Sim",0.1456
14.81,0.92,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1014
9.81,2.89,"Masculino","Nao","Qui","Jantar",3,5,"Nao",0.1974
103.55,14.04,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.109
23.46,2.05,"Feminino","Sim","Sex","Almoco",2,4,"Sim",0.1236
23.8,3.87,"Masculino","Nao","Sab","Jantar",4,5,"Nao",0.1571
31.78,7.43,"Masculino","Nao","Dom","Jantar",1,4,"Nao",0.2064
29.9,2.4,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1012
44.98,7.66,"Masculino","Sim","Sex","Jantar",2,5,"Sim",0.1561
12.54,1.21,"Feminino","Sim","Dom","Jantar",3,4,"Sim",0.1564
18.01,4.21,"Masculino","Sim","Qui","Jantar",2,4,"Sim",0.2491
17.38,3.56,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.1858
8.04,1.41,"Feminino","Sim","Qui","Jantar",3,4,"Nao",0.2279
65.73,9.39,"Masculino","Nao","Dom","Almoco",4,5,"Nao",0.1335
12.42,1.88,"Masculino","Nao","Sex","Jantar",2,4,"Sim",0.1563
15.03,2.99,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.1741
11.52,3.35,"Masculino","Nao","Sex","Jantar",4,3,"Nao",0.2222
16.98,2.19,"Masculino","Sim","Sab","Almoco",4,1,"Sim",0.2039
9.39,1.28,"Masculino","Nao","Dom","Jantar",3,3,"Sim",0.1331
15.7,2.49,"Masculino","Sim","Sab","Almoco",2,4,"Nao",0.174
24.37,6.12,"Feminino","Sim","Sab","Jantar",4,5,"Sim",0.214
16.37,2.54,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.1124
11.09,1.35,"Masculino","Nao","Sex","Jantar",5,3,"Nao",0.1684
20.3,3.8,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1383
29.24,3.38,"Masculino","Nao","Qui","Almoco",2,4,"Nao",0.1017
16.08,2.7,"Masculino","Sim","Sab","Jantar",2,3,"Nao",0.1987
56.51,11.81,"Feminino","Nao","Qui","Jantar",1,4,"Nao",0.2172
16.9,2.85,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1808
23.7,3.49,"Feminino","Nao","Sex","Jantar",1,4,"Sim",0.164
44.35,8.03,"Masculino","Sim","Sab","Jantar",3,3,"Sim",0.1648
38.26,7.76,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.179
24.19,6.85,"Masculino","Sim","Sex","Jantar",2,5,"Nao",0.2438
10.24,0.84,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1847
49.34,9.67,"Masculino","Nao","Dom","Jantar",4,4,"Sim",0.1925
24.27,6.13,"Masculino","Nao","Sab","Almoco",5,5,"Sim",0.2097
23.59,5.18,"Masculino","Nao","Sex","Jantar",2,3,"Nao",0.1836
77.61,11.91,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1477
11.69,1.68,"Masculino","Nao","Sex","Almoco",4,3,"Nao",0.1504
12.66,3.53,"Masculino","Sim","Dom","Jantar",3,5,"Nao",0.1942
19.86,4.45,"Masculino","Nao","Qui","Jantar",3,5,"Nao",0.2039
17.33,2.54,"Feminino","Nao","Sex","Jantar",2,5,"Nao",0.1118
35.61,7.25,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.2129
14.48,2.56,"Masculino","Nao","Sab","Jantar",4,2,"Nao",0.1804
47.21,6.26,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1406
29.82,7.3,"Masculino","Nao","Sex","Jantar",2,2,"Nao",0.2324
15.5,5.12,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.2453
22.65,3.39,"Masculino","Sim","Sex","Jantar",2,2,"Nao",0.1372
17.82,3.65,"Masculino","Nao","Sab","Jantar",5,4,"Nao",0.2232
10.36,3.01,"Masculino","Nao","Qui","Jantar",3,5,"Nao",0.2356
56.94,6.93,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1296
26.68,6.32,"Feminino","Sim","Dom","Jantar",2,2,"Nao",0.2475
16.26,2.15,"Masculino","Nao","Qui","Jantar",2,4,"Sim",0.1606
15.04,1.29,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1275
35.43,5.32,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.1635
10.77,2.23,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.2294
8.96,0.76,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1467
25.33,5.55,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.2211
12.6,1.17,"Masculino","Sim","Dom","Jantar",4,4,"Sim",0.1332
11.82,2.51,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.1569
25.74,5.35,"Masculino","Nao","Sab","Jantar",2,1,"Nao",0.2348
14.4,4.13,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.2478
30.87,7.46,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.2023
29.65,3.42,"Feminino","Nao","Dom","Jantar",2,1,"Nao",0.1169
25.58,3.37,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1213
7.09,1.07,"Masculino","Sim","Sex","Almoco",2,4,"Nao",0.1591
16.87,1.83,"Masculino","Nao","Sab","Jantar",4,4,"Sim",0.1505
14.85,1.7,"Feminino","Nao","Sab","Jantar",2,4,"Sim",0.1556
13.67,1.99,"Feminino","Nao","Sab","Jantar",4,3,"Nao",0.1692
14.64,3.56,"Masculino","Nao","Sab","Jantar",5,4,"Nao",0.2151
25.45,4.57,"Masculino","Sim","Qui","Jantar",2,3,"Sim",0.1463
39.04,9.32,"Masculino","Nao","Dom","Jantar",5,2,"Nao",0.2447
14.28,1.11,"Feminino","Sim","Sab","Almoco",2,2,"Nao",0.1058
29.72,3.17,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1284
37.38,4,"Masculino","Nao","Sex","Jantar",2,4,"Sim",0.125
22.5,4.86,"Masculino","Nao","Sab","Almoco",3,4,"Nao",0.2435
20.99,4.68,"Masculino","Nao","Dom","Almoco",2,2,"Nao",0.2235
14.07,2.17,"Masculino","Sim","Qui","Almoco",3,2,"Sim",0.2212
18.58,5.37,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.2191
14.24,2.54,"Masculino","Nao","Dom","Jantar",6,4,"Nao",0.2325
17.16,1.46,"Masculino","Sim","Qui","Jantar",3,3,"Nao",0.1229
20.41,3.3,"Masculino","Nao","Qui","Almoco",4,3,"Sim",0.1359
21.57,2.58,"Masculino","Nao","Qui","Jantar",2,3,"Sim",0.1107
38.49,7.99,"Feminino","Sim","Sab","Almoco",3,4,"Sim",0.2362
16.66,4.41,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2309
7.33,1.56,"Feminino","Sim","Qui","Almoco",1,4,"Nao",0.1678
54.28,6.2,"Masculino","Sim","Dom","Jantar",4,5,"Nao",0.101
13.38,2,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1223
32.36,6.49,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.2053
18.7,4.37,"Masculino","Sim","Qui","Almoco",2,5,"Nao",0.148
10.77,2.65,"Masculino","Sim","Dom","Jantar",2,5,"Nao",0.1955
7.09,1.77,"Masculino","Sim","Sab","Almoco",4,2,"Nao",0.2371
31.07,5.85,"Masculino","Nao","Sab","Almoco",2,2,"Nao",0.1558
34.29,6.56,"Masculino","Nao","Sab","Almoco",3,3,"Nao",0.1921
10.42,2.66,"Feminino","Nao","Qui","Jantar",3,5,"Nao",0.2269
15.77,3.15,"Feminino","Nao","Sab","Almoco",4,4,"Nao",0.2314
24.26,5.76,"Masculino","Sim","Qui","Almoco",3,4,"Nao",0.1896
14.04,1.18,"Masculino","Nao","Sex","Almoco",4,4,"Nao",0.1033
25.23,4.17,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2039
25.25,5.56,"Feminino","Nao","Sab","Almoco",3,4,"Nao",0.2402
18.89,2.97,"Feminino","Nao","Sex","Jantar",2,4,"Sim",0.1868
13.44,2.68,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1559
37.85,5.81,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.1359
13.63,3.12,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1807
14.12,2.31,"Masculino","Nao","Dom","Jantar",2,5,"Sim",0.1742
15.89,3.34,"Feminino","Sim","Dom","Almoco",2,4,"Sim",0.217
8.44,2.17,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.2172
34.7,6.94,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.2171
40.39,7.84,"Masculino","Sim","Dom","Almoco",4,4,"Nao",0.1902
17.87,3.71,"Masculino","Nao","Qui","Almoco",3,2,"Nao",0.177
19.34,4.31,"Masculino","Nao","Sex","Almoco",2,4,"Sim",0.2498
10.24,2.11,"Masculino","Sim","Dom","Almoco",3,5,"Nao",0.1762
29.8,6.72,"Masculino","Sim","Dom","Jantar",4,5,"Nao",0.2021
18.94,3.29,"Masculino","Sim","Sex","Almoco",2,1,"Sim",0.2138
55.26,5.87,"Masculino","Nao","Sab","Jantar",2,4,"Sim",0.1123
28.41,6.89,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.249
24.93,5.65,"Masculino","Nao","Qui","Almoco",2,4,"Nao",0.2414
28.56,3.99,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1213
35.77,5.58,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.1562
10.14,1.69,"Feminino","Sim","Qui","Almoco",4,4,"Nao",0.1755
31.13,4.77,"Feminino","Nao","Dom","Jantar",2,3,"Sim",0.1466
21.2,3.73,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2109
17.43,4.36,"Masculino","Sim","Qui","Almoco",2,4,"Sim",0.2475
26.62,2.17,"Feminino","Nao","Sab","Jantar",3,5,"Sim",0.1057
22.9,4.18,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.1707
14.89,2.55,"Masculino","Nao","Sab","Jantar",2,3,"Sim",0.176
27.49,3.1,"Masculino","Nao","Qui","Jantar",2,4,"Sim",0.1013
14.54,3.07,"Masculino","Nao","Dom","Jantar",6,4,"Nao",0.1763
10.62,1.46,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1591
14.93,3.01,"Masculino","Nao","Sab","Jantar",4,4,"Sim",0.231
17.52,3.85,"Feminino","Nao","Dom","Jantar",4,3,"Sim",0.2192
23.22,2.98,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.1221
14.95,3.3,"Masculino","Sim","Qui","Almoco",2,3,"Nao",0.2181
24.04,6.53,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.2361
25.67,4.67,"Masculino","Sim","Sab","Almoco",4,3,"Nao",0.1849
15.48,2.42,"Feminino","Nao","Qui","Jantar",4,1,"Nao",0.1842
18.89,3.68,"Masculino","Sim","Qui","Almoco",2,5,"Nao",0.2139
43.46,7.17,"Masculino","Nao","Sex","Jantar",5,1,"Nao",0.2245
9.53,1.62,"Masculino","Nao","Qui","Jantar",2,3,"Sim",0.1886
11.26,0.97,"Masculino","Nao","Qui","Almoco",2,4,"Nao",0.1132
34.71,6.49,"Masculino","Sim","Sex","Jantar",2,2,"Nao",0.1883
12.77,2.67,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1339
39.15,4.97,"Feminino","Sim","Qui","Jantar",6,5,"Nao",0.1111
